ClientNumber,MatterNumber,CompletionDate,DateProcessed,DeduplicatedFileSizeGB,NumberofFilesDeduplicated,TotalDocumentsPostFiltering,TotalGBPostFiltering,TotalGBPreExpansion,TicketNumber,CustodianID
421753,205440,2016-07-23 16:00:00.000,2016-07-20 19:06:30.900,0.000,0,2,0.001,0.001,978427,286591
897239,419008,2016-07-24 14:00:00.000,2016-07-20 19:43:44.927,0.274,3284,8398,4.531,1.750,422897,748102
897239,419008,2016-07-24 14:00:00.000,2016-07-20 19:43:44.927,0.253,1662,8204,2.780,1.674,422897,441589
42161,653952,2016-07-23 15:00:00.000,2016-07-20 21:38:06.203,0.852,2623,4540,3.372,2.206,606936,NULL
948819,903168,2016-07-24 10:00:00.000,2016-07-20 22:50:51.897,0.000,0,8,0.038,0.038,481968,428635
235938,802368,2016-07-23 17:00:00.000,2016-07-20 23:01:03.560,0.000,0,789,1.604,1.471,975014,NULL
1030445,148416,2016-07-23 14:00:00.000,2016-07-21 07:24:53.640,0.000,1,7,0.000,0.000,780736,682460
674429,NULL,2016-07-24 11:00:00.000,2016-07-23 17:59:39.780,0.000,0,1709,0.590,0.277,783360,721639
959518,356992,2016-07-24 11:00:00.000,2016-07-23 18:24:09.943,0.000,0,32671,5.017,3.759,227830,363887
417892,1022464,2016-07-24 00:00:00.000,2016-07-23 20:19:56.047,0.000,12,12,0.000,0.001,411869,193710
346789,813632,2016-07-24 17:00:00.000,2016-07-24 07:07:08.987,0.000,0,32,0.013,0.012,904915,NULL
201737,935936,2016-07-26 08:00:00.000,2016-07-24 15:03:05.117,0.000,0,2167,2.676,2.702,349385,NULL
72606,715968,2016-07-25 11:00:00.000,2016-07-24 15:40:41.467,5.415,15692,57994,18.872,12.073,533424,NULL
995598,653952,2016-07-24 12:00:00.000,2016-07-24 16:05:26.660,0.000,0,4,0.002,0.002,1026470,NULL
674429,NULL,2016-07-25 12:00:00.000,2016-07-24 20:14:34.447,0.000,0,5,0.017,0.009,161933,721639
995598,653952,2016-07-24 16:03:00.000,2016-07-24 22:03:41.983,0.000,0,3,0.103,0.103,901502,NULL
846338,356992,2016-07-31 15:00:00.000,2016-07-25 06:05:13.947,0.306,540,4012,6.139,6.234,1023057,813779
846338,356992,2016-07-31 15:00:00.000,2016-07-25 06:05:13.947,8.522,23074,177122,82.993,72.827,1023057,813779
846338,356992,2016-07-31 15:00:00.000,2016-07-25 06:05:13.947,0.000,0,0,0.000,0.010,1023057,813779
201737,935936,2016-07-26 13:00:00.000,2016-07-25 15:20:43.510,0.000,0,7,0.000,0.000,158520,NULL
844152,620160,2016-07-26 16:00:00.000,2016-07-25 22:17:38.850,0.000,0,44,0.411,0.411,589082,NULL
959518,356992,2016-07-26 17:00:00.000,2016-07-26 06:23:54.263,0.000,0,7,0.001,0.001,280075,363887
674429,NULL,2016-07-26 17:00:00.000,2016-07-26 06:25:57.513,0.000,0,28,0.010,0.009,773121,721639
271641,180480,2016-07-26 18:15:00.000,2016-07-26 06:27:23.047,0.000,0,1,0.006,0.006,217591,894811
475161,414144,2016-07-27 13:00:00.000,2016-07-26 15:29:15.220,0.000,0,105,0.082,0.042,339146,NULL
674429,1014784,2016-07-27 00:00:00.000,2016-07-26 17:58:13.420,0.000,0,30,0.013,0.013,1016231,702668
201737,935936,2016-07-27 14:00:00.000,2016-07-26 18:46:54.403,0.000,0,1008,0.204,0.204,151694,NULL
421753,205440,2016-07-27 21:00:00.000,2016-07-27 07:44:10.040,0.000,0,35,0.130,0.130,828779,286591
421753,205440,2016-07-30 12:00:00.000,2016-07-27 17:33:35.880,0.000,0,6,0.122,0.122,210765,286591
457302,456640,2016-07-31 11:30:00.000,2016-07-30 17:45:32.487,0.000,3,50,0.017,0.007,74769,728195
804794,NULL,2016-08-03 14:00:00.000,2016-07-30 18:36:07.173,35.598,83579,4,0.296,19.131,567815,170557
804794,NULL,2016-08-03 14:00:00.000,2016-07-30 18:36:07.173,26.516,62495,20649,9.381,19.068,567815,170557
804794,NULL,2016-08-03 14:00:00.000,2016-07-30 18:36:07.173,5.735,9464,52090,25.877,17.073,567815,170557
674429,NULL,2016-07-30 13:22:00.000,2016-07-30 19:23:21.963,0.000,0,10,0.040,0.040,258808,721639
1030445,148416,2016-07-31 11:00:00.000,2016-07-30 19:24:30.183,0.000,0,128,0.031,0.031,751854,437362
1030445,148416,2016-07-31 11:00:00.000,2016-07-30 19:24:30.183,0.000,0,68,0.004,0.004,751854,682460
674429,1014784,2016-07-31 11:00:00.000,2016-07-30 19:25:53.030,0.000,0,8,0.000,0.000,196324,NULL
165757,456640,2016-07-31 14:00:00.000,2016-07-30 22:04:17.143,0.000,0,187,0.032,0.012,71356,15087
165757,456640,2016-07-31 14:00:00.000,2016-07-30 22:04:17.143,0.000,0,13,0.031,0.031,71356,279299
165757,456640,2016-07-31 14:00:00.000,2016-07-30 22:04:17.143,0.000,0,1,0.004,0.004,71356,679069
47322,518784,2016-08-01 10:30:00.000,2016-07-31 15:42:30.313,0.000,0,285,0.061,0.039,130427,637658
701244,75136,2016-08-01 16:00:00.000,2016-07-31 17:30:36.200,4.298,9726,7492,2.955,4.051,560989,553102
457302,456640,2016-07-31 17:00:00.000,2016-07-31 19:13:41.347,0.000,0,7,0.011,0.005,311053,728195
20363,362048,2016-08-01 16:00:00.000,2016-08-01 06:15:24.720,0.000,0,144,0.145,0.141,741615,4889
732230,865088,2016-08-03 10:00:00.000,2016-08-01 15:06:51.673,0.000,0,24,0.023,0.022,616647,NULL
42161,653952,2016-08-02 11:00:00.000,2016-08-01 16:49:24.503,0.011,12,127,0.023,0.024,307640,NULL
201737,777984,2016-08-06 09:00:00.000,2016-08-01 17:20:05.160,0.000,0,70065,31.958,31.958,1047209,59767
75437,56960,2016-08-02 14:00:00.000,2016-08-01 19:09:34.380,0.001,13,2094,0.168,0.116,922241,NULL
701244,75136,2016-08-06 10:00:00.000,2016-08-02 05:53:41.120,10.158,16058,65641,32.509,24.463,734789,909318
637911,356992,2016-08-03 14:30:00.000,2016-08-02 20:01:58.303,0.169,652,6245,1.538,1.025,672305,145997
897239,419008,2016-08-03 16:00:00.000,2016-08-02 20:02:57.710,0.000,0,0,0.000,0.000,116775,120378
897239,419008,2016-08-03 16:00:00.000,2016-08-02 20:02:57.710,0.004,9,231,0.146,0.151,116775,28097
897239,419008,2016-08-03 16:00:00.000,2016-08-02 20:02:57.710,4.683,9342,2598,2.614,4.877,116775,748102
897239,419008,2016-08-03 16:00:00.000,2016-08-02 20:02:57.710,2.856,10965,7547,2.099,4.453,116775,441589
897239,419008,2016-08-03 16:00:00.000,2016-08-02 20:02:57.710,0.007,40,585,0.402,0.119,116775,188276
897239,419008,2016-08-03 16:00:00.000,2016-08-02 20:02:57.710,0.379,981,5018,1.623,1.770,116775,677074
897239,419008,2016-08-03 16:00:00.000,2016-08-02 20:02:57.710,0.119,180,0,0.000,0.119,116775,447994
897239,419008,2016-08-03 16:00:00.000,2016-08-02 20:02:57.710,0.006,9,66,0.094,0.089,116775,659305
701244,75136,2016-08-09 00:00:00.000,2016-08-02 22:18:04.283,14.558,22142,52073,26.762,24.694,609821,274255
948819,653952,2016-08-06 10:30:00.000,2016-08-03 15:40:54.893,0.000,0,594,0.593,0.578,606408,44543
1030445,148416,2016-08-06 00:00:00.000,2016-08-03 17:30:42.930,0.000,0,106,0.640,0.539,543924,37386
984543,50752,2016-08-06 14:00:00.000,2016-08-03 20:41:35.510,0.000,0,5,0.000,0.000,234917,869655
732230,865088,2016-08-06 15:00:00.000,2016-08-03 20:42:43.480,0.000,0,27,0.004,0.004,727963,965597
732230,865088,2016-08-06 15:00:00.000,2016-08-03 20:42:43.480,0.000,0,3,0.005,0.005,727963,NULL
201737,208704,2016-08-04 11:00:00.000,2016-08-03 22:52:16.450,0.006,64,741,0.400,0.215,912002,756816
897239,419008,2016-08-06 18:30:00.000,2016-08-04 08:20:13.800,0.000,6,391,0.158,0.109,276923,120378
897239,419008,2016-08-06 18:30:00.000,2016-08-04 08:20:13.800,0.275,797,14363,4.654,3.419,276923,447994
674429,NULL,2016-08-06 11:00:00.000,2016-08-04 08:21:46.257,0.000,0,95,0.097,0.075,1016492,721639
674429,1014784,2016-08-07 00:00:00.000,2016-08-06 17:46:14.677,0.000,0,1,0.002,0.002,1036444,483149
948819,851264,2016-08-07 15:00:00.000,2016-08-06 20:27:53.797,0.000,0,9,0.004,0.004,973960,798782
1030445,148416,2016-08-07 14:30:00.000,2016-08-06 20:52:24.637,0.000,0,34,0.006,0.005,911476,465246
201737,208704,2016-08-09 10:00:00.000,2016-08-07 07:07:13.977,5.289,15769,12490,4.431,5.579,539985,744012
995598,653952,2016-08-07 20:00:00.000,2016-08-07 07:09:40.183,0.000,0,228,0.543,0.543,1033031,NULL
358617,1010944,2016-08-08 16:00:00.000,2016-08-07 19:33:25.773,0.391,1041,10193,3.405,2.236,106010,132489
948819,851264,2016-08-08 15:00:00.000,2016-08-07 19:34:43.587,0.061,211,336,0.067,0.084,599056,182477
20363,362048,2016-08-08 18:30:00.000,2016-08-08 08:29:32.950,0.000,0,4,0.002,0.001,720611,4889
732230,865088,2016-08-10 17:00:00.000,2016-08-08 21:37:43.040,0.000,0,54,0.049,0.027,161668,470872
732230,865088,2016-08-13 15:00:00.000,2016-08-09 19:20:22.287,0.000,0,17,0.004,0.004,99184,NULL
701244,75136,2016-08-15 17:00:00.000,2016-08-09 21:51:52.970,12.966,28646,197240,58.876,40.144,529746,116666
539443,356992,2016-08-13 13:00:00.000,2016-08-10 16:21:07.960,0.003,13,1526,0.367,0.146,713785,NULL
1030445,148416,2016-08-13 10:00:00.000,2016-08-10 16:37:05.307,0.000,0,25,0.010,0.008,158255,437362
1030445,148416,2016-08-13 10:00:00.000,2016-08-10 16:37:05.307,0.000,0,88,0.027,0.019,158255,575721
533632,NULL,2016-08-13 16:00:00.000,2016-08-13 18:41:49.747,0.126,291,431,0.113,0.164,282697,287752
1029947,848128,2016-08-14 17:00:00.000,2016-08-13 19:45:48.573,0.000,0,60,0.011,0.008,713259,876717
902296,456640,2016-08-14 16:00:00.000,2016-08-14 08:21:12.863,0.000,0,200,0.009,0.008,709846,1001596
171689,148416,2016-08-14 19:30:00.000,2016-08-14 08:23:56.630,0.000,0,52,0.067,0.036,154316,234231
171689,148416,2016-08-14 19:30:00.000,2016-08-14 08:23:56.630,0.046,35,72,0.090,0.074,154316,986411
171689,148416,2016-08-14 19:30:00.000,2016-08-14 08:23:56.630,0.138,87,29,0.015,0.084,154316,790133
574342,356992,2016-08-14 20:00:00.000,2016-08-14 08:26:35.940,0.000,0,51,0.008,0.005,647362,228511
533632,NULL,2016-08-14 08:00:00.000,2016-08-14 08:28:37.457,0.000,0,230,0.085,0.042,91832,287752
674429,NULL,2016-08-14 09:00:00.000,2016-08-14 08:30:13.020,0.000,0,5,0.001,0.000,584878,721639
732230,865088,2016-08-16 09:00:00.000,2016-08-14 15:03:46.370,0.000,0,1,0.000,0.000,522394,464699
732230,865088,2016-08-16 09:00:00.000,2016-08-14 15:03:46.370,0.000,0,4,0.000,0.000,522394,NULL
457302,456640,2016-08-15 10:00:00.000,2016-08-14 16:11:32.933,0.000,0,14,0.025,0.016,397426,728195
688064,704704,2016-08-15 15:00:00.000,2016-08-14 20:06:23.360,0.000,0,2179,1.657,0.685,209974,813056
449028,957056,2016-08-15 15:00:00.000,2016-08-14 20:16:31.107,0.000,0,2,0.000,0.000,703020,248704
449028,957056,2016-08-15 15:00:00.000,2016-08-14 20:16:31.107,0.000,0,12,0.001,0.001,703020,612692
449028,957056,2016-08-15 15:00:00.000,2016-08-14 20:16:31.107,0.000,0,13,0.004,0.004,703020,477015
449028,957056,2016-08-15 15:00:00.000,2016-08-14 20:16:31.107,0.000,0,10,0.001,0.001,703020,152196
706421,657024,2016-08-15 17:00:00.000,2016-08-14 21:58:31.547,0.000,10,13,0.003,0.002,640536,273941
295529,159680,2016-08-15 18:00:00.000,2016-08-14 22:37:09.187,0.000,0,1773,4.045,3.328,1008614,636360
533632,NULL,2016-08-15 08:00:00.000,2016-08-15 08:01:12.163,0.000,0,2,0.000,0.000,144077,287752
992808,NULL,2016-08-15 10:00:00.000,2016-08-15 08:03:12.303,0.000,0,0,0.000,0.000,637123,918651
992808,NULL,2016-08-15 10:00:00.000,2016-08-15 08:03:12.303,0.000,0,2179,1.657,0.685,637123,918651
802529,813632,2016-08-15 16:45:00.000,2016-08-15 08:05:37.243,0.001,3,73,0.020,0.016,81593,1000721
201737,434240,2016-08-16 13:00:00.000,2016-08-15 15:01:51.953,0.000,0,14,0.079,0.064,19109,977681
201737,434240,2016-08-16 13:00:00.000,2016-08-15 15:01:51.953,0.001,6,7,0.006,0.028,19109,1040915
201737,434240,2016-08-16 13:00:00.000,2016-08-15 15:01:51.953,0.000,0,40,0.068,0.049,19109,689377
201737,434240,2016-08-16 13:00:00.000,2016-08-15 15:01:51.953,0.000,0,11,0.002,0.025,19109,828390
201737,434240,2016-08-16 13:00:00.000,2016-08-15 15:01:51.953,0.000,0,7,0.002,0.025,19109,295943
201737,434240,2016-08-16 13:00:00.000,2016-08-15 15:01:51.953,0.050,32,19,0.025,0.049,19109,838853
201737,434240,2016-08-16 13:00:00.000,2016-08-15 15:01:51.953,0.002,2,6,0.010,0.029,19109,985810
992808,267456,2016-08-15 13:00:00.000,2016-08-15 16:55:24.173,0.000,0,690,0.550,0.456,942717,27997
77277,205440,2016-08-20 09:30:00.000,2016-08-15 17:40:20.523,28.472,204996,457025,104.934,56.331,571226,629658
992808,267456,2016-08-15 19:00:00.000,2016-08-15 22:04:23.973,0.000,0,2,0.000,0.000,630297,27997
533632,NULL,2016-08-15 20:00:00.000,2016-08-16 02:14:26.073,0.000,0,10,0.151,0.076,12283,287752
1029947,582528,2016-08-17 09:00:00.000,2016-08-16 15:00:04.607,0.000,0,15,0.006,0.005,501916,NULL
706421,657024,2016-08-17 11:00:00.000,2016-08-16 15:50:55.083,0.000,12,412,0.107,0.065,130425,273941
1030445,148416,2016-08-17 00:00:00.000,2016-08-16 16:03:53.107,0.000,0,13,0.002,0.002,314464,437362
201737,935936,2016-08-17 13:00:00.000,2016-08-16 16:42:28.230,0.000,0,465,0.503,0.503,5457,NULL
992808,267456,2016-08-16 12:30:00.000,2016-08-16 17:37:49.240,0.000,0,594,0.072,0.035,929065,27997
992808,267456,2016-08-16 14:00:00.000,2016-08-16 19:29:05.817,0.000,0,2,0.000,0.000,495090,27997
171689,13120,2016-08-17 14:30:00.000,2016-08-16 19:48:15.310,0.039,75,5353,1.946,1.134,925652,889256
1030445,148416,2016-08-17 14:00:00.000,2016-08-16 20:10:47.043,0.000,0,71,0.060,0.051,370122,437362
348734,159680,2016-08-17 17:00:00.000,2016-08-16 21:40:05.783,4.485,7184,7125,4.525,3.683,554161,570380
49254,913280,2016-08-20 12:00:00.000,2016-08-16 21:41:35.957,0.000,0,743,0.244,0.095,1047207,857780
260789,456640,2016-08-17 16:00:00.000,2016-08-16 22:23:44.163,0.000,0,761,1.833,1.831,491677,NULL
674429,NULL,2016-08-17 15:00:00.000,2016-08-16 23:01:31.517,0.000,0,32,0.051,0.051,182670,721639
381271,8128,2016-08-17 15:20:00.000,2016-08-17 07:18:14.300,0.313,476,455,0.453,0.332,57702,256503
732230,865088,2016-08-20 17:00:00.000,2016-08-17 07:21:44.070,1.162,717,1438,2.441,3.405,550748,12404
669120,259328,2016-08-17 19:00:00.000,2016-08-17 07:26:59.187,0.000,0,21,0.013,0.012,488264,194746
669120,259328,2016-08-20 11:00:00.000,2016-08-17 16:36:15.247,0.000,0,292,0.174,0.151,54289,194746
732230,865088,2016-08-20 09:00:00.000,2016-08-17 17:15:34.670,0.000,0,1,0.000,0.000,484851,NULL
992808,NULL,2016-08-17 15:00:00.000,2016-08-17 17:27:08.877,0.659,1480,3418,1.364,0.894,175844,918651
562425,637632,2016-08-20 15:00:00.000,2016-08-17 20:31:21.973,0.000,0,380,0.072,0.047,1036968,NULL
43134,851264,2016-08-20 14:00:00.000,2016-08-17 22:09:45.810,0.000,0,66,0.005,0.005,849516,228822
732230,865088,2016-08-21 17:00:00.000,2016-08-20 15:07:33.893,0.000,0,5,0.001,0.001,945604,908043
732230,865088,2016-08-21 17:00:00.000,2016-08-20 15:07:33.893,0.016,39,65,0.041,0.034,945604,971227
1030445,148416,2016-08-21 14:00:00.000,2016-08-20 16:57:19.633,0.000,0,6,0.018,0.017,11757,37386
417892,1022464,2016-08-21 13:00:00.000,2016-08-20 20:23:51.007,0.000,0,5,0.008,0.008,175318,454641
784710,715968,2016-08-21 15:00:00.000,2016-08-20 20:49:26.733,0.000,0,107,0.102,0.096,852403,499100
674429,NULL,2016-08-21 15:30:00.000,2016-08-21 08:37:05.000,0.000,0,18,0.065,0.065,171905,721639
802529,813632,2016-08-21 15:30:00.000,2016-08-21 08:39:31.307,0.000,0,4,0.003,0.003,664951,1000721
1030445,148416,2016-08-22 14:00:00.000,2016-08-21 17:41:44.990,0.000,0,12,0.002,0.001,539983,575721
674429,NULL,2016-08-22 13:30:00.000,2016-08-21 20:51:34.400,0.000,0,80,0.084,0.084,230976,721639
417892,1022464,2016-08-22 15:00:00.000,2016-08-22 07:07:15.130,0.000,0,10,0.003,0.003,970545,646382
992808,NULL,2016-08-22 18:00:00.000,2016-08-22 20:00:55.077,0.000,0,2892,4.787,2.734,1029616,918651
417892,396608,2016-08-23 17:00:00.000,2016-08-23 07:31:08.480,0.000,0,56,0.011,0.011,102595,NULL
417892,396608,2016-08-23 17:00:00.000,2016-08-23 07:31:08.480,0.000,0,3,0.000,0.000,102595,NULL
417892,396608,2016-08-23 17:00:00.000,2016-08-23 07:31:08.480,0.000,0,11,0.001,0.001,102595,NULL
201737,935936,2016-08-24 13:00:00.000,2016-08-23 15:05:15.063,0.000,0,1460,1.238,1.238,533157,NULL
443444,657024,2016-08-24 11:00:00.000,2016-08-23 15:51:30.107,0.000,0,6,0.004,0.004,224150,792930
674429,1014784,2016-08-24 11:00:00.000,2016-08-23 16:14:58.643,0.000,0,10,0.038,0.038,717196,209832
77277,205440,2016-08-30 10:00:00.000,2016-08-23 18:27:44.400,5.444,24850,205362,27.948,17.169,654712,685310
77277,205440,2016-08-30 10:00:00.000,2016-08-23 18:27:44.400,1.431,6615,69658,23.026,12.588,654712,538184
77277,205440,2016-08-30 10:00:00.000,2016-08-23 18:27:44.400,20.650,79998,441176,111.159,57.345,654712,774910
1030445,148416,2016-08-24 09:00:00.000,2016-08-23 18:34:04.183,0.000,0,340,0.059,0.057,99182,437362
77277,205440,2016-09-07 17:00:00.000,2016-08-23 19:25:05.493,5.751,64093,919547,83.699,39.328,592228,925298
77277,205440,2016-09-07 17:00:00.000,2016-08-23 19:25:05.493,8.818,38138,244022,91.263,43.675,592228,600834
77277,205440,2016-09-07 17:00:00.000,2016-08-23 19:25:05.493,9.764,31907,314413,60.686,40.312,592228,273193
47322,732928,2016-08-24 10:00:00.000,2016-08-23 20:42:12.717,0.000,0,157,0.105,0.039,220737,196325
992808,NULL,2016-08-24 13:00:00.000,2016-08-23 21:43:38.877,0.000,0,176357,37.239,14.189,158253,918651
618961,821760,2016-08-24 17:00:00.000,2016-08-23 22:19:42.177,8.008,14844,23854,16.318,20.307,588815,319401
897239,419008,2016-08-24 18:00:00.000,2016-08-23 22:52:28.240,0.002,4,18,0.047,0.049,526331,NULL
1030445,148416,2016-08-24 10:00:00.000,2016-08-23 23:01:26.933,0.000,0,320,0.003,0.003,463847,437362
596039,511104,2016-08-27 10:00:00.000,2016-08-24 16:48:20.730,0.000,0,666,0.120,0.116,154840,450631
346789,110848,2016-08-27 12:30:00.000,2016-08-24 17:34:56.010,0.000,0,122,0.183,0.164,338879,NULL
417892,396608,2016-08-27 14:00:00.000,2016-08-24 17:59:59.583,0.000,0,130,0.017,0.017,831925,NULL
38083,8128,2016-08-27 15:00:00.000,2016-08-24 19:59:24.643,0.000,0,635,0.242,0.169,460434,1009795
457302,456640,2016-08-27 09:00:00.000,2016-08-24 21:48:48.983,0.000,0,207,0.063,0.025,890996,728195
992808,NULL,2016-08-27 09:00:00.000,2016-08-24 23:00:43.617,0.000,0,3459,1.367,0.582,519505,918651
897022,526784,2016-08-27 13:00:00.000,2016-08-27 16:03:13.030,0.031,274,3901,0.863,0.653,897296,NULL
674429,1014784,2016-08-30 10:00:00.000,2016-08-29 17:35:51.427,0.000,0,3,0.000,0.000,88417,209832
339,571264,2016-08-30 18:00:00.000,2016-08-29 21:19:28.170,1.010,7067,13819,8.662,9.543,518979,698873
348734,159680,2016-08-30 18:00:00.000,2016-08-29 22:50:08.880,0.039,36,665,0.305,0.145,640534,570380
198791,8128,2016-09-05 16:00:00.000,2016-09-03 16:11:30.207,0.000,0,0,0.000,0.000,577524,722711
198791,8128,2016-09-05 16:00:00.000,2016-09-03 16:11:30.207,0.000,0,2525,7.069,7.060,577524,722711
77277,205440,2016-09-05 13:00:00.000,2016-09-04 19:54:03.690,0.000,0,14,0.056,0.056,18581,NULL
47322,1037440,2016-09-06 09:00:00.000,2016-09-05 15:11:58.347,0.000,0,118,0.145,0.085,386659,NULL
201737,935936,2016-09-07 09:00:00.000,2016-09-05 15:13:30.240,0.000,0,34,0.006,0.006,879705,NULL
804794,NULL,2016-09-06 16:00:00.000,2016-09-05 21:20:14.887,0.008,3,94,0.046,0.053,629769,NULL
339,571264,2016-09-06 16:00:00.000,2016-09-05 22:08:40.830,0.378,718,12065,5.187,2.973,258278,950466
972081,62016,2016-09-06 17:00:00.000,2016-09-05 22:17:16.433,0.869,693,4400,4.035,3.064,751324,NULL
897022,356992,2016-09-07 12:00:00.000,2016-09-05 22:45:54.647,0.023,11,105,0.094,0.117,626356,976016
201737,935936,2016-09-07 10:00:00.000,2016-09-06 15:01:40.513,0.000,0,130,0.049,0.063,810395,521787
201737,935936,2016-09-07 10:00:00.000,2016-09-06 15:01:40.513,0.000,0,4,0.002,0.002,810395,419079
252401,236800,2016-09-07 13:00:00.000,2016-09-06 18:38:56.870,0.000,0,0,0.000,0.000,806982,976016
252401,236800,2016-09-07 13:00:00.000,2016-09-06 18:38:56.870,0.000,0,192,0.125,0.073,806982,904012
77277,205440,2016-09-07 11:30:00.000,2016-09-06 19:34:13.807,0.000,0,2680,0.028,0.021,497975,NULL
417892,1022464,2016-09-07 13:00:00.000,2016-09-06 21:03:35.753,0.000,0,11,0.003,0.003,435491,608776
674429,NULL,2016-09-07 13:30:00.000,2016-09-06 21:20:47.873,0.000,0,2,0.003,0.003,928537,721639
417892,1022464,2016-09-10 10:00:00.000,2016-09-07 08:26:43.890,0.000,0,218987,44.727,20.535,866053,608776
77277,205440,2016-09-07 10:30:00.000,2016-09-07 17:37:41.767,0.000,0,65,0.001,0.001,432078,737408
252401,236800,2016-09-10 14:00:00.000,2016-09-07 19:24:33.810,0.115,161,260,0.077,0.121,616117,904012
612247,653952,2016-09-10 12:00:00.000,2016-09-07 19:53:07.060,0.000,0,2,0.116,0.116,60587,602913
674429,NULL,2016-09-07 17:00:00.000,2016-09-07 20:18:30.860,0.000,0,9,0.051,0.051,553633,721639
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.501,525,674,0.749,0.619,168490,887717
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.000,0,42,0.008,0.005,168490,207481
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.067,47,9186,11.208,11.141,168490,397119
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.007,7,584,0.672,0.598,168490,351092
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.000,0,33,0.011,0.006,168490,261107
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.000,0,2,0.000,0.000,168490,120280
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.005,4,16,0.001,0.005,168490,9950
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.000,0,1,0.001,0.001,168490,27585
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.030,246,2150,1.141,1.148,168490,160580
289194,582528,2016-09-10 19:00:00.000,2016-09-08 09:51:50.767,0.058,141,143,0.055,0.070,168490,1000867
752916,653952,2016-09-11 15:00:00.000,2016-09-10 20:13:24.573,0.000,0,12412,2.214,2.062,690677,511885
201737,935936,2016-09-13 10:00:00.000,2016-09-11 16:38:01.980,0.000,0,14,0.001,0.030,858701,589268
972081,62016,2016-09-13 11:00:00.000,2016-09-11 17:22:30.333,9.075,32068,280918,59.265,31.116,796217,NULL
497886,205440,2016-09-12 14:00:00.000,2016-09-11 17:41:59.813,0.229,304,3802,4.948,4.962,980256,NULL
497886,205440,2016-09-12 17:00:00.000,2016-09-11 21:08:00.633,0.000,0,419,0.008,0.008,671249,NULL
182514,456640,2016-09-12 11:00:00.000,2016-09-12 05:15:45.213,0.000,0,7,0.001,0.001,362242,NULL
289194,311936,2016-09-14 10:00:00.000,2016-09-12 05:28:16.823,0.000,0,5,0.000,0.000,299758,819339
289194,311936,2016-09-14 10:00:00.000,2016-09-12 05:28:16.823,12.233,1099,1521,13.208,25.205,299758,9950
289194,311936,2016-09-14 10:00:00.000,2016-09-12 05:28:16.823,0.000,0,25,0.023,0.011,299758,594048
